system:index,Aspect,B,Block,Ca,Cu,District,EC,Elevation,Fe,K,LULC,Latitude,Longitude,Mg,Mn,NDVI,NDWI,Organic_Carbon,P,Rainfall,S,Slope,Soil_Moisture,Temperature_C,Zn,pH,.geo,x_utm43n_m,y_utm43n_m
00000000000000000dc9_0,153,0.0599999986588954,Chelannur,409.4,0.8199999928474426,Kozhikode,0.633,29,40.27999877929688,509.8200073242188,10,11.31700038909912,75.83000183105469,86.19999694824219,6.940000057220459,0.72818685,-0.66188395,4.550000190734863,43.68000030517578,2501.5871381759644,8.130000114440918,12,0.2622383692256825,26.741219429828163,2.720000028610229,7.7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.83012764446127,11.316885297079757]}",590577.2690504933,1251159.4333987948
00000000000000000dca_0,34,0.0199999995529651,Chelannur,490.55,0.5,Kozhikode,0.707,35,20.559999465942383,472.4200134277344,10,11.31999969482422,75.83000183105469,100.5500030517578,3.299999952316284,0.57884,-0.5479354,1.4199999570846558,70.55999755859375,2501.5871381759644,7.5,7,0.2622383692256825,26.741219429828163,4.28000020980835,7.8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.83012764446127,11.320119232102584]}",590576.3259961745,1251491.1074032558
00000000000000000dcb_0,303,0.0399999991059303,Chelannur,317.7,1.0199999809265137,Kozhikode,0.71,24,52.70000076293945,289.8599853515625,10,11.322999954223633,75.83000183105469,82.7300033569336,4.820000171661377,0.6390813,-0.572028,1.059999942779541,32.47999954223633,2501.5871381759644,8.130000114440918,3,0.2622383692256825,26.741219429828163,2.0999999046325684,7.9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.83012764446127,11.323083672540179]}",590575.382395052,1251822.8869341987
00000000000000000dcc_0,153,0.0399999991059303,Chelannur,371.4,0.7200000286102295,Kozhikode,0.918,30,35.70000076293945,226.0200042724609,10,11.326000213623049,75.83000183105469,126.0500030517578,3.740000009536743,0.7639574,-0.6841306,1.2000000476837158,80.63999938964844,2501.5871381759644,10.0,4,0.2622383692256825,26.741219429828163,2.700000047683716,7.5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.83012764446127,11.326048112977773]}",590574.4385469472,1252154.6665309179
00000000000000000dce_0,60,0.0199999995529651,Chelannur,432.35,0.4399999976158142,Kozhikode,0.565,24,34.880001068115234,399.05999755859375,10,11.32900047302246,75.83100128173828,71.0,8.239999771118164,0.5321155,-0.52403283,2.039999961853028,26.8799991607666,2501.5871381759644,15.0,5,0.2622383692256825,26.741219429828163,2.299999952316284,7.7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.83093612821699,11.329012553415367]}",590682.5660604516,1252486.7567894529
00000000000000000ea5_0,270,0.3400000035762787,Chelannur,229.9,0.5400000214576721,Kozhikode,0.143,34,35.040000915527344,47.2599983215332,10,11.392000198364258,75.78800201416016,44.0,0.800000011920929,0.73259395,-0.65899706,3.430000066757202,4.21999979019165,2554.875087738037,7.5,8,0.388927718449176,27.08397624803541,2.200000047683716,4.25,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.78808648916447,11.392074286360561]}",585971.1369471962,1259440.4204524406
00000000000000000ea8_0,244,0.2399999946355819,Chelannur,212.9,2.220000028610229,Kozhikode,0.266,32,25.6200008392334,170.5800018310547,10,11.38700008392334,75.79000091552734,98.4499969482422,16.540000915527344,0.6865204,-0.65405697,0.9800000190734864,15.229999542236328,2554.875087738037,16.8799991607666,10,0.388927718449176,27.08397624803541,2.559999942779541,5.93,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.78997295126112,11.386953889241077]}",586190.7358308787,1258888.085545385
00000000000000000ea9_0,123,0.0799999982118606,Chelannur,254.75,2.3399999141693115,Kozhikode,0.178,15,33.880001068115234,241.25,10,11.38700008392334,75.78800201416016,132.3000030517578,23.76000022888184,0.8105939,-0.68178916,0.75,21.540000915527344,2554.875087738037,15.630000114440918,3,0.388927718449176,27.08397624803541,2.700000047683716,6.21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.78808648916447,11.386953889241077]}",585972.6387715924,1258887.4925423397
00000000000000000eaa_0,106,0.3199999928474426,Chelannur,349.45,1.3799999952316284,Kozhikode,0.099,31,34.02000045776367,114.8000030517578,10,11.388999938964844,75.78600311279297,82.4000015258789,11.0,0.6966019,-0.6087457,0.5600000023841858,10.25,2554.875087738037,15.0,7,0.388927718449176,27.08397624803541,3.1600000858306885,6.53,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.78593053248258,11.389109845922967]}",585753.9427390824,1259108.050993628
00000000000000000eab_0,57,0.2800000011920929,Chelannur,92.8,0.9200000166893004,Kozhikode,0.075,93,54.060001373291016,48.83000183105469,10,11.38700008392334,75.78500366210938,188.3500061035156,3.640000104904175,0.8019257,-0.716457,0.3899999856948852,4.360000133514404,2554.875087738037,15.630000114440918,25,0.388927718449176,27.08397624803541,3.240000009536743,5.31,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.78512204872689,11.386953889241077]}",585645.4933647314,1258886.6058555283
00000000000000000eac_0,231,0.2199999988079071,Chelannur,160.5,0.7599999904632568,Kozhikode,0.099,32,63.880001068115234,73.0199966430664,10,11.383000373840332,75.78500366210938,124.0500030517578,2.059999942779541,0.5561644,-0.55741936,1.2599999904632568,6.519999980926514,2554.875087738037,16.25,7,0.388927718449176,27.08397624803541,4.71999979019165,5.44,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.78512204872689,11.382911470462538]}",585646.6896702108,1258444.3061389974
00000000000000000ead_0,128,0.3600000143051147,Chelannur,504.4,0.6000000238418579,Kozhikode,0.226,52,16.600000381469727,76.5,10,11.383999824523926,75.78700256347656,134.10000610351562,2.1600000858306885,0.69020087,-0.64222354,1.1200000047683716,6.829999923706055,2554.875087738037,16.8799991607666,16,0.388927718449176,27.08397624803541,1.600000023841858,6.24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.78700851082354,11.383989448803483]}",585864.4899748458,1258555.4189284695
00000000000000000eae_0,64,0.2599999904632568,Chelannur,481.55,0.6399999856948853,Kozhikode,0.112,16,45.91999816894531,140.0,10,11.383999824523926,75.79000091552734,173.0,0.9200000166893004,0.80735046,-0.6835981,1.2000000476837158,12.5,2554.875087738037,2.5,4,0.388927718449176,27.08397624803541,1.2899999618530271,6.84,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.78997295126112,11.383989448803483]}",586191.6389560732,1258556.3076476716
00000000000000000eb0_0,143,0.3199999928474426,Chelannur,343.75,5.260000228881836,Kozhikode,0.362,32,16.84000015258789,172.58999633789062,10,11.385000228881836,75.7969970703125,144.8000030517578,1.4199999570846558,0.6366331,-0.6146199,1.399999976158142,15.40999984741211,2554.875087738037,5.0,9,0.388927718449176,27.08397624803541,4.079999923706055,5.82,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.79697981047727,11.385067427144428]}",586954.683653854,1258669.0224244087
00000000000000000eb1_0,263,0.3000000119209289,Chelannur,267.45,0.3600000143051147,Kozhikode,0.172,35,11.479999542236328,214.3699951171875,10,11.383999824523926,75.79900360107422,88.4000015258789,1.8200000524520876,0.45812535,-0.5078864,1.840000033378601,19.13999938964844,2554.875087738037,8.130000114440918,8,0.388927718449176,27.08397624803541,7.820000171661377,4.89,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.79913576715916,11.383989448803483]}",587173.9196600452,1258558.9963796535
00000000000000000eb2_0,226,0.4000000059604645,Chelannur,151.25,1.0399999618530271,Kozhikode,0.091,23,52.2599983215332,225.67999267578125,10,11.380999565124512,75.7979965209961,125.75,1.6399999856948853,0.7388724,-0.6637224,0.699999988079071,20.149999618530277,2554.875087738037,9.380000114440918,1,0.388927718449176,27.08397624803541,0.6399999856948853,5.69,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.7980577888182,11.381025008365889]}",587064.9493441213,1258226.9156652105
00000000000000000eb3_0,125,0.2599999904632568,Chelannur,564.6,0.699999988079071,Kozhikode,0.294,27,14.600000381469728,223.88999938964844,10,11.381999969482422,75.79499816894531,153.14999389648438,3.920000076293945,0.7004189,-0.6331853,0.4199999868869781,19.989999771118164,2554.875087738037,6.880000114440918,8,0.388927718449176,27.08397624803541,2.539999961853028,5.93,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.79509334838062,11.382102986706833]}",586737.4934110411,1258336.6460358955
00000000000000000eb4_0,236,0.2800000011920929,Chelannur,426.2,2.059999942779541,Kozhikode,0.127,28,26.020000457763672,163.3000030517578,10,11.381999969482422,75.79199981689453,97.9000015258789,7.079999923706055,0.58992803,-0.5748218,1.559999942779541,14.579999923706056,2554.875087738037,5.630000114440918,15,0.388927718449176,27.08397624803541,2.640000104904175,6.16,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.79212890794301,11.382102986706833]}",586410.3417791347,1258335.7518313597
00000000000000000eb5_0,36,0.3600000143051147,Chelannur,154.7,1.2000000476837158,Kozhikode,0.105,41,31.239999771118164,55.09999847412109,10,11.381999969482422,75.78900146484375,163.85000610351562,2.720000028610229,0.7123967,-0.66876554,1.840000033378601,4.920000076293945,2554.875087738037,5.630000114440918,8,0.388927718449176,27.08397624803541,0.7200000286102295,6.35,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.78889497292019,11.382102986706833]}",586083.1903669297,1258334.8610067433
00000000000000000eb6_0,280,0.2199999988079071,Chelannur,249.55,3.0,Kozhikode,0.135,26,90.5199966430664,105.05999755859376,10,11.380999565124512,75.78399658203125,96.4499969482422,5.079999923706055,0.50683403,-0.52857953,0.9800000190734864,9.380000114440918,2554.875087738037,1.25,16,0.388927718449176,27.08397624803541,2.4600000381469727,5.27,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.78404407038593,11.381025008365889]}",585537.4047983564,1258222.7539531663
00000000000000000eb7_0,24,0.2399999946355819,Chelannur,176.4,0.4199999868869781,Kozhikode,0.099,44,64.30000305175781,143.9199981689453,10,11.380000114440918,75.78099822998047,83.1500015258789,3.119999885559082,0.7519909,-0.6392944,1.0299999713897705,12.850000381469728,2554.875087738037,13.75,9,0.388927718449176,27.08397624803541,1.1200000047683716,5.99,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.78107962994835,11.379947030024944]}",585210.5501175388,1258111.3501556697
00000000000000000eb8_0,150,0.3600000143051147,Chelannur,230.55,0.5600000023841858,Kozhikode,0.419,33,49.560001373291016,138.2100067138672,10,11.378999710083008,75.7760009765625,98.0999984741211,12.640000343322754,0.7025606,-0.63811386,4.489999771118164,12.34000015258789,2554.875087738037,33.75,10,0.388927718449176,27.08397624803541,1.7799999713897705,5.54,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.77595923282885,11.378869051684]}",584665.5910532235,1257999.260839361
00000000000000000eb9_0,326,0.2800000011920929,Chelannur,160.75,0.6399999856948853,Kozhikode,0.971,5,41.119998931884766,183.7899932861328,30,11.376999855041504,75.7760009765625,112.0999984741211,2.240000009536743,0.60796326,-0.56296515,1.399999976158142,16.40999984741211,2554.875087738037,10.630000114440918,3,0.388927718449176,27.08397624803541,1.4800000190734863,5.53,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.77595923282885,11.37698258958735]}",584666.1819850554,1257778.1115236063
00000000000000000eba_0,311,0.3000000119209289,Chelannur,657.0,1.4199999570846558,Kozhikode,0.384,37,33.779998779296875,184.2400054931641,10,11.378999710083008,75.77999877929688,92.8000030517578,3.700000047683716,0.7556612,-0.68590605,0.699999988079071,16.450000762939453,2554.875087738037,11.25,12,0.388927718449176,27.08397624803541,1.100000023841858,6.09,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.78000165160739,11.378869051684]}",585101.7962964548,1258000.4295250596
00000000000000000ebd_0,301,0.2000000029802322,Chelannur,542.8,1.2400000095367432,Kozhikode,0.209,15,52.70000076293945,117.04000091552734,10,11.378000259399414,75.78700256347656,122.8000030517578,7.28000020980835,0.69862306,-0.65538,0.9200000166893004,10.449999809265137,2554.875087738037,10.0,9,0.388927718449176,27.08397624803541,0.6800000071525574,6.76,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.78700851082354,11.378060567928294]}",585866.2883795428,1257891.9692355301
00000000000000000ebe_0,279,0.4399999976158142,Chelannur,157.6,2.4600000381469727,Kozhikode,0.373,31,37.08000183105469,66.30000305175781,10,11.376999855041504,75.78700256347656,62.79999923706055,11.699999809265137,0.61521137,-0.59659463,0.9800000190734864,5.920000076293945,2554.875087738037,14.380000114440918,17,0.388927718449176,27.08397624803541,0.8999999761581421,6.36,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.78700851082354,11.37698258958735]}",585866.5881655187,1257781.3415824028
00000000000000000ebf_0,355,0.2599999904632568,Chelannur,551.25,1.6200000047683716,Kozhikode,0.302,24,30.84000015258789,196.22000122070312,10,11.378999710083008,75.79199981689453,101.75,4.699999809265137,0.55270195,-0.5801797,1.559999942779541,17.520000457763672,2554.875087738037,13.75,10,0.388927718449176,27.08397624803541,1.7000000476837158,6.22,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.79212890794301,11.378869051684]}",586411.2467974827,1258003.9738956834
00000000000000000ec0_0,273,0.3400000035762787,Chelannur,531.6,0.9800000190734864,Kozhikode,0.167,48,45.70000076293945,71.33999633789062,10,11.378000259399414,75.79399871826172,115.6999969482422,7.300000190734863,0.7872969,-0.6951527,1.5099999904632568,6.369999885559082,2554.875087738037,8.130000114440918,16,0.388927718449176,27.08397624803541,1.9800000190734863,6.38,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.79401537003966,11.378060567928294]}",586629.6523354885,1257894.0471345244
00000000000000000ec1_0,262,0.2000000029802322,Chelannur,502.9,1.7000000476837158,Kozhikode,0.127,17,69.12000274658203,207.4199981689453,10,11.355999946594238,75.77300262451172,140.75,10.479999542236328,0.5859603,-0.5571155,0.3600000143051147,18.520000457763672,2554.875087738037,10.0,7,0.388927718449176,27.08397624803541,1.2999999523162842,6.49,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.77299479239127,11.355962011938956]}",584345.2010738825,1255455.0163934436
00000000000000000ec2_0,0,0.3000000119209289,Chelannur,226.0,0.7799999713897705,Kozhikode,0.388,22,47.77999877929688,465.5799865722656,10,11.378999710083008,75.7979965209961,82.6500015258789,10.460000038146973,0.57834494,-0.5696047,1.4800000190734863,41.56999969482422,2554.875087738037,7.5,6,0.388927718449176,27.08397624803541,1.2400000095367432,6.71,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.7980577888182,11.378869051684]}",587065.5571363956,1258005.765237368
00000000000000000ec3_0,180,0.2599999904632568,Chelannur,592.25,0.9800000190734864,Kozhikode,0.209,21,48.29999923706055,181.77999877929688,10,11.373000144958496,75.79499816894531,92.25,7.920000076293945,0.720738,-0.6512748,1.7599999904632568,16.229999542236328,2554.875087738037,6.130000114440918,2,0.388927718449176,27.08397624803541,0.8999999761581421,7.04,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.79509334838062,11.37294017080881]}",586740.2177497778,1257341.4172180095
00000000000000000ec4_0,0,0.3400000035762787,Chelannur,720.45,2.039999961853028,Kozhikode,0.175,15,46.20000076293945,303.739990234375,10,11.37399959564209,75.79199981689453,104.4000015258789,13.079999923706056,0.7224802,-0.65772873,1.4500000476837158,27.1200008392334,2554.875087738037,9.380000114440918,0,0.388927718449176,27.08397624803541,1.0399999618530271,6.42,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.79212890794301,11.374018149149755]}",586412.754541942,1257451.0459700841
00000000000000000ec5_0,184,0.3799999952316284,Chelannur,627.25,1.5199999809265137,Kozhikode,0.133,30,40.29999923706055,144.13999938964844,10,11.37399959564209,75.79000091552734,107.8000030517578,11.699999809265137,0.6550916,-0.63639,1.2799999713897705,12.869999885559082,2554.875087738037,11.25,12,0.388927718449176,27.08397624803541,1.2400000095367432,6.47,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.78997295126112,11.374018149149755]}",586194.6474847576,1257450.4521070744
00000000000000000ec6_0,180,0.2399999946355819,Chelannur,527.55,1.6799999475479126,Kozhikode,0.164,23,31.739999771118164,217.27999877929688,10,11.37399959564209,75.78800201416016,115.75,11.260000228881836,0.72475964,-0.67836255,0.5899999737739563,19.399999618530277,2554.875087738037,13.75,4,0.388927718449176,27.08397624803541,1.3200000524520874,6.54,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.78808648916447,11.374018149149755]}",585976.540524988,1257449.8597452468
00000000000000000ec7_0,244,0.2199999988079071,Chelannur,261.55,1.5,Kozhikode,0.233,14,60.15999984741211,188.94000244140625,10,11.375,75.78600311279297,103.0999984741211,12.619999885559082,0.779332,-0.6960544,0.8700000047683716,16.8700008392334,2554.875087738037,14.380000114440918,2,0.388927718449176,27.08397624803541,1.8600000143051147,6.59,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.78593053248258,11.3750961274907]}",585758.1343352094,1257559.8964910524
00000000000000000ec8_0,199,0.2800000011920929,Chelannur,283.35,1.7599999904632568,Kozhikode,0.157,13,25.1200008392334,285.260009765625,10,11.375,75.78500366210938,99.9499969482422,8.460000038146973,0.6533255,-0.65381217,0.8399999737739563,25.46999931335449,2554.875087738037,13.130000114440918,3,0.388927718449176,27.08397624803541,1.0800000429153442,6.56,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.78512204872689,11.3750961274907]}",585649.0813209967,1257559.6015991054
00000000000000000ec9_0,249,0.2399999946355819,Chelannur,194.95,1.899999976158142,Kozhikode,0.098,6,31.68000030517578,135.74000549316406,10,11.37600040435791,75.78399658203125,81.75,7.039999961853027,0.80653805,-0.69994956,1.649999976158142,12.119999885559082,2554.875087738037,9.380000114440918,5,0.388927718449176,27.08397624803541,1.0800000429153442,6.62,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.78404407038593,11.375904611246405]}",585538.8972767539,1257669.9324002403
00000000000000000eca_0,57,0.3000000119209289,Chelannur,285.05,0.8999999761581421,Kozhikode,0.439,27,32.63999938964844,284.82000732421875,10,11.37399959564209,75.78099822998047,127.4000015258789,11.779999732971191,0.5477417,-0.56625766,3.430000066757202,25.43000030517578,2554.875087738037,11.880000114440918,3,0.388927718449176,27.08397624803541,1.7599999904632568,5.97,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.78107962994835,11.374018149149755]}",585212.3344615311,1257447.7960626194
00000000000000000ecb_0,259,0.2399999946355819,Chelannur,261.55,1.7000000476837158,Kozhikode,0.273,26,34.900001525878906,151.4199981689453,10,11.37399959564209,75.77899932861328,131.5,12.640000343322754,0.60515815,-0.6096059,1.2599999904632568,13.520000457763672,2554.875087738037,16.25,5,0.388927718449176,27.08397624803541,1.2799999713897705,6.95,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.77892367326646,11.374018149149755]}",584994.2279374375,1257447.2104618
00000000000000000ecd_0,207,0.3199999928474426,Chelannur,481.6,1.340000033378601,Kozhikode,0.159,5,31.239999771118164,121.5199966430664,30,11.37399959564209,75.7770004272461,123.6999969482422,5.079999923706055,0.58682907,-0.5441112,0.9800000190734864,10.850000381469728,2554.875087738037,13.130000114440918,2,0.388927718449176,27.08397624803541,1.899999976158142,7.11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.77703721116981,11.374018149149755]}",584776.1215094002,1257446.6263621442
00000000000000000ece_0,134,0.2800000011920929,Chelannur,486.85,1.0399999618530271,Kozhikode,0.116,5,32.459999084472656,248.4199981689453,30,11.375,75.7750015258789,131.64999389648438,12.640000343322754,0.6262667,-0.55503875,0.75,22.18000030517578,2554.875087738037,13.75,1,0.388927718449176,27.08397624803541,1.5,6.87,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.77488125448792,11.3750961274907]}",584557.7200408832,1257556.6711014332
00000000000000000ecf_0,291,0.2000000029802322,Chelannur,276.2,0.8399999737739563,Kozhikode,0.976,5,37.040000915527344,135.3000030517578,10,11.373000144958496,75.77400207519531,104.1500015258789,5.119999885559082,0.6801762,-0.5898291,0.5600000023841858,12.079999923706056,2554.875087738037,9.380000114440918,5,0.388927718449176,27.08397624803541,1.2999999523162842,6.98,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.7740727707322,11.37294017080881]}",584449.2564959237,1257335.2311809084
00000000000000000ed0_0,143,0.3000000119209289,Chelannur,190.5,1.2799999713897705,Kozhikode,0.308,10,34.20000076293945,169.67999267578125,10,11.37399959564209,75.77200317382812,127.1500015258789,7.119999885559082,0.7452229,-0.67191714,0.3899999856948852,15.149999618530272,2554.875087738037,17.5,5,0.388927718449176,27.08397624803541,1.340000033378601,7.08,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.77191681405034,11.374018149149755]}",584230.8558579349,1257445.1726805726
00000000000000000ed1_0,157,0.2399999946355819,Chelannur,270.6,1.159999966621399,Kozhikode,0.151,29,32.5,183.1199951171875,10,11.376999855041504,75.77200317382812,107.8000030517578,7.699999809265137,0.6983584,-0.61390966,1.2599999904632568,16.350000381469727,2554.875087738037,16.25,12,0.388927718449176,27.08397624803541,1.7000000476837158,7.36,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.77191681405034,11.37698258958735]}",584229.9740792814,1257776.9490385728
00000000000000000ed2_0,34,0.2599999904632568,Chelannur,597.8,1.3200000524520874,Kozhikode,0.223,27,29.700000762939453,250.42999267578125,10,11.376999855041504,75.7699966430664,117.3499984741211,12.779999732971191,0.7677141,-0.67435074,1.1200000047683716,22.36000061035156,2554.875087738037,14.380000114440918,3,0.388927718449176,27.08397624803541,1.2400000095367432,7.12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.77003035195366,11.37698258958735]}",584011.0378121916,1257776.3678413378
00000000000000000ed3_0,207,0.3400000035762787,Chelannur,349.25,0.8999999761581421,Kozhikode,0.159,83,25.700000762939453,229.82000732421875,10,11.376999855041504,75.76499938964844,149.25,7.239999771118164,0.7870628,-0.671685,1.2000000476837158,20.520000457763672,2554.875087738037,15.0,18,0.388927718449176,27.08397624803541,0.959999978542328,6.73,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.7649099548342,11.37698258958735]}",583465.7787029716,1257774.926949259
00000000000000000ed4_0,296,0.2399999946355819,Chelannur,527.0,1.7000000476837158,Kozhikode,0.127,44,34.91999816894531,126.33999633789062,10,11.376999855041504,75.76300048828125,151.25,6.900000095367432,0.6486095,-0.5990447,1.5099999904632568,11.279999732971191,2554.875087738037,16.25,8,0.388927718449176,27.08397624803541,1.7000000476837158,7.16,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.76302349273755,11.37698258958735]}",583247.6752245675,1257774.3532200812
